idx,title,question,answer,url
481,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415721287
"
482,저희 강아지가 비숑인데 먹성이 넘 심해서 초콜릿두 먹고 그래요ㅠㅠ 어떻하면 좀 줄어드나요?,,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
강아지에게 초콜릿은 심장박동증가, 불안, 발작 등의 증상이 나타날 수 있고
심할 경우엔 생명까지도 위협합니다.
어린 강아지는 소량의 초콜릿 섭취만으로도
초콜릿 중독에 걸릴 위험이 높습니다.
식성과 성격은 개체에 따라 달라
초콜릿을 비롯해 이물질을 먹지 못하게 주의해야 합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415672124
"
483,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415631761
"
484,강아지 반점이 너무 많아요,"털을 평소에 짧게 하고 다니는 편인데
안쪽에 보니까 반점이 너무 많아서 밀어봤어요
점인가요 아니면 피부암 같은건가요?
병원에 가 볼 예정이긴 한데
괜히 색소 침착으로 가는건가?호르몬 문제가 있는건가
오만가지 생각이 다 드네요
전문가분들이 사진으로 보시기엔
대강 어떤 방향인 것 같은가요 도움 좀 부탁드립니다ㅠㅠ
까만 가루처럼 점 부스러기들도 있네요","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
일반적인 색소침착은 멜라닌 세포에 의한 것으로 정상적인 현상이고 자외선에 노출되면 
더욱 진해집니다.
일반적으로 여름철에 진해지고 겨울철에 연해집니다.
정상적인 소견이니 너무 걱정하지 않으셔도 될 것 같습니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415554402
"
485,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415499924
"
486,진돗개 성견인데 경기를 일주일에 한 번씩 해요 (침흘리면서 빙글빙글 돌기도 하고 고개를 못 움직이는 것 같았어요) 동물병원 가면 견적이 많이 나,"진돗개 성견인데 경기를 일주일에 한 번씩 해요 (침흘리면서 빙글빙글 돌기도 하고 고개를 못 움직이는 것 같았어요) 동물병원 가면 견적이 많이 나오겠죠 형편이 어려워 병원을 못 갈 것 같은데 사다 먹일 수 있는 약은 없나요 ㅠㅠ
방법이 없을까요 ㅠㅠㅠ 도와주세요","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
일반적으로 강아지가 경련이나 발작을 하는 경우는 뇌와 같은 신경계질환이나
간질환, 심장질환, 호르몬질환에 의해 발생할 수 있습니다.
방치하게 되면 발작횟수가 빈번해지고 발작시간이 점점 늘어나며
상황은 더욱 악화될 수 있습니다.
잘 관찰하여 상황이 지속된다면 
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415463289
"
487,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415324261
"
488,강아지 표피염,"자꾸 생식기를 핥고 마운팅을 자주하는 애가 아닌데 자꾸
생식기에 뭐가 뭍어있어서 검색해봤더니 나오는게 노란색인게 고름 같더라구요. 표피염인것 같아서 병원 가려고 했는데
시간이 잘 안나서 그냥 집에서 해주려고 하는데
멸균생리식염수는 어떤걸 써야하는건가요? 렌즈용이나
인공눈물같은 식염수로도 괜찮은건가요?
포비돈이랑 식염수 1:9 비율로 해주는게 맞나요?","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
일반적으로 수컷에서 포피염으로 인해 생식기에서 농과 같은 분비물이 
배출되는 경우가 많습니다.
포피염은 세균감염으로 발생하며 방치하게 되면 방광염으로 진행되어
상황은 더욱 악화될 수 있습니다.
생식기 주변은 항상 청결하게 유지해야 합니다.
상황이 지속된다면
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415367082
"
489,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415310976
"
490,고양이 피하수액 맞는 곳,"병원에 피하수액 맞으러 다니는중이에요
처음 두번 갔을땐 목덜미 좀 아래쪽에 맞추시더라고요
검색해보니까 다들 그 자리에 맞는 것 같았고요
그런데 오늘 가서 맞을땐 다른 직원분이셨는데
목덜미 자리가 아니라 양쪽 다리 근처에 맞추셨더라구요

그러고서 양쪽 둘다 잘 맞췄고요~
라고 말씀하셨어요


혹시 맞는 위치가 달라도 상관없나요??","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
일반적으로 피하수액 주사는 한 부위에 특정되어 있지 않습니다.
오히려 수액량이 많을 경우 한 부위보다 여러군데 나누어 투여하는 것이 권장됩니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415148419
"
491,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415128937
"
492,고양이 귀에 뭐죠..;;,"진드기인가요..
살구색 볼록한게있네요
길고양이입니다
약간
통조림콘에들어있는 옥수수모양인데 크기만작아요","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 피부종양일 가능성이 높고
조직검사 및 외과적 처치가 필요해 보입니다.
그러나 진드기도 완전히 배제하기 어려운 상황입니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415081114
"
493,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=415006121
"
494,고양이 귀 뒤에,"안녕하세요.
치즈고양이 오른쪽 귀 뒤에 보니 좁쌀(?)같은 게 나 있고 그 주변에 피가 조금 있는 것 같아요.




고양이가 지가 불편하니까 그 쪽은 못 만지게 해서 아주 자세하게 보진 못했지만
사진으로나마 남겼어요.
이게 뭘까요? 길고양이고 병원에 데려갈 사정이 안 되서 그냥 연고 바르고 끝나는 거였으면 좋겠습니다.ㅠㅠ","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 피부종양일 가능성이 높고
조직검사 및 외과적 처치가 필요해 보입니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
그러나 진드기도 완전히 배제하기 어려운 상황입니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414980383
"
495,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414764732
"
496,강아지 뾰루지,원래 작게 뾰루지같이 있었는데 오늘 만져보니까 커지고 단단해진것같아요ㅠㅠ 뾰루지가 아닌것같은데 이게 뭐죠? 내일 병원 데리고갈건데 괜찮은건가요 만지면 아파하진않고 가만히있어요,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 피부종양일 가능성이 높고
조직검사 및 외과적 처치가 필요해 보입니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414685855
"
497,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414576841
"
498,강아지가 초콜릿 괜찮을까요?,"강아지가 식탁에 있는 초콜릿을 조금 먹은것 같아요ㅜㅜ
아직 아픈건 없는데 괜찮을까요....?","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
강아지에게 초콜릿은 심장박동증가, 불안, 발작 등의 증상이 나타날 수 있고
심할 경우엔 생명까지도 위협합니다.
어린 강아지는 소량의 초콜릿 섭취만으로도
초콜릿 중독에 걸릴 위험이 높습니다.
개체에 따라 발현시간이 다르기 때문에 잘 관찰해서 증상이 나타난다면
신속히 병원에서 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414544197
"
499,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414515179
"
500,강아지가 생리를 안하는데요,"거의 1년 넘게 안한 것 같아요..
찾아보니까 무혈생리라는 것도 있던데, 생식기가 부어오르는걸 보긴했었는데 영 불안해서요..

중성화는 안했구요, 병원을 가보긴 할건데
강아지 무혈생리가 흔한 증상인가요?","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
일반적으로 강아지의 경우 발정 및 생리는 6개월을 주기로 반복됩니다.
그러나 개체에 따라 무혈 발정을 하거나 생리 불순이 발생하기도 합니다.
이 경우 호르몬 불균형으로 자궁 및 유선 질환 발생 가능성이 높아 집니다.
가급적 중성화수술을 시키시길 추천하고
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414486296
"
501,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414362579
"
502,강아지 피부,생식기 있는쪽은 원래 멀쩡 했는데 어느날 부터 이렇게 검은게 생겼어요..오일로 지워도 안되고 무슨 수를 써도 안되네요..ㅜ 혹시 피부에 큰 문제가 생긴걸까요? 할머니가 키우시는 강아지라 제가 산책은 밤에만 30분씩 해요 햇빛 받아서 생긴 것 같진 않아요,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 피부염으로 인한 색소침착일 가능성이 높습니다.
강아지 피부염은 세균성, 곰팡이성, 기생충성, 알러지 및 아토피성으로 크게 구분하고
정확한 것은 검사를 통해 파악할 수 있습니다.
일반적으로 피부염은 초기치료가 상당히 중요합니다.
방치하게 되면 진행되어 상황은 더욱 악화되고 
특히 곰팡이성 피부염은 사람에게도 전염될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414281487
"
503,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414260629
"
504,강아지 다리 볼록한거 어떡하나요?,"강아지 푸들인데 다리에 저렇게 볼록하게 혹같은게 났어요ㅠㅠ
집 근처 작은 병원에 갔는데 저걸 제거하면 죽을수도 있다고 해서 못했거든요..
저걸 장기적으로 방치하면 어떻게 되나요?
무조건 수술하는게 맞는건가요..?
잘 모르겠어서 질문남겨요..","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 지방종을 비롯한 피부종양일 가능성이 높고
조직검사 및 외과적 처치가 필요해 보입니다.
방치하게 되면 크기가 커지고 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414160382
"
505,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=414128132
"
506,강아지 암컷인데 생식기에서 피가 나오는데 왜그런가요?,"강아지 암컷인데 생식기에서 피가 나오는데 왜그런가요
알려주세요ㅠㅠ","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
일반적으로 강아지는 발정시기가 되면 생리 및 생식기 부종이 발생합니다.
출혈과 생식기 부종 증상이 동반된다면 발정시기로 정상적인 소견입니다.
다만 혈뇨나 혈색소뇨도 완전히 배제하기 어려운 상황입니다.
혈뇨는 일반적으로 종양을 비롯해 비뇨기계 염증이나 결석으로 발생합니다.
그리고 결석의 경우 체질 및 평소 식이습관과 밀접한 관련이 있습니다.
또한 용혈로 인한 혈색소뇨의 감별진단도 반드시 필요합니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413970883
"
507,강아지가 가끔씩 이런 소리를 내요,"진짜 계속 이런 소리를 내는건 아니고요
누울때나 아니면 안고 흔들 때 가끔씩 이런 소리를 내는데 어디 아픈건 아니겠죠? 애가 목에 살이 좀 찌긴 했는데 그게 원인일까요?
목살이 좀 찌긴 했는데 그게 원인일까요

재생
0
00:00
00:00","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
역재채기는 아직 명확하게 원인이 밝혀지지 않았지만
흥분이나 음식을 빨리 먹을 경우, 온도의 급격한 변화, 격렬한 운동, 코 인두에 이물질이 걸린 경우, 리드줄에 의해 목이 조일 경우, 코 인두의 염증이나 콧물, 화학 제품이나 향수 등 환경
자극 물질, 바이러스, 꽃가루 알러지, 담배연기 등으로 코 비강 또는 인두가 자극되어 경련이 일어나며 호흡곤란으로 발생하는 것으로 알려져 있습니다.
상황이 지속되거나 악화된다면
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413969107
"
508,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413961039
"
509,사랑앵무새,"저희집 앵무가 스트레스때문인지 털이 너무 빠지길래
근처 동물병원에서 바르는약을 처방받고 발라주려는데 제가 지식이 없었어서 아이를 어렸을때 핸들링시키는걸 안해버렸어요 그래서인지 너무 애가 아파하고 힘들어하길래 영양제 사서 밥이랑섞어 먹이고 털 다시 나겠지 나겠지 하다 보니 머리털도 귀까지 다 빠진상태가 됐어요... 아이가 간지러워서 뽑은건지..
그리고 어제, 집에서 수업 듣고있는데 갑자기 발밑에 뭐가 툭 떨어지는 소리가 들리는거에요
뭔가 봤더니 애가 날질 못하고 걸어오면서 왼쪽날개를 막 떠는거에요
그때부터 뭐가 잘못된거같아서 부모님한테 바로 말씀드렸더니 일단 잠깐 그런걸수도 잇으니까 지켜보자고하시길래 따뜻하게 해주려고 핫팩 이불에 싸서 새장위에 얹어주고 재웠거든요 
근데 오늘 확인해보니까 왼쪽 날개 위치가 오른쪽 날개랑 달라요.. 좀더아래로 쳐져있는거같고 너무미안해서 어떻게 해야할지모르겠어요
진짜 책임감 없는거 아는데 어떻게 해야하죠.. 서울 강서구 사는데 주변에 괜찮은 병원 있을까요
가족도 저 빼고 다 코로나걸려서 일요일까지 아무데도 못가는데 진짜 어떡하죠 불안해서 뭐 하지도못하겠고 멘탈 나가서 어쩌지 어쩌지만 하다가 정리해서 겨우 올려봐요  ","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
앵무새의 깃털뽑기의 원인은 너무나 다양합니다.
스트레스로 인한 자해를 비롯해 피부염, 다모낭증, 기생충, 간질환, 앵무병, 영양불량 등의
원인으로 발생할 수 있습니다.
그리고 pbfd, polyoma v.와 같은 바이러스 질환도 완전히 배제하기 어려운 상황입니다.
상황으로 판단하기에는 pbfd 가능성이 높습니다.
pbfd는 앵무새 부리 깃털 질병으로 부리 이상과 깃털이 빠지는 증상으로 
명명된 병명입니다.
circo virus 가 면역계를 침범하여 면역억압으로 인해 다양한 증상이 나타납니다.
급성에서는 면역억압에 의한 2차 감염으로 세균 및 곰팡이에 감염되어
급사하거나 우울증 및 소화기 질환, 호흡기 질환이 동반될 수 있습니다.
만성으로 진행되면 부리가 변형되거나 색 변화를 나타내고
깃털 색이 변하거나 전신탈모가 발생합니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413888661
"
510,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413868872
"
511,강아지 눈 흰자에 이상한거,강아지 오른쪽 눈 흰자부분? 눈 안쪽에 눈꼽인가 싶었는데 자세히 보니까 부은거같이 뭐가 있어요 이게 도대체 뭘까요?.. 병원 급히 가야할까요?,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
체리아이는 눈물샘 염증으로 인한 질환이고
일반적으로 외과적 교정이 필요합니다.
경증일 경우 내과적인 처치로 호전되기도 하지만 재발할 가능성이 높습니다. 
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413817411
"
512,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413780281
"
513,강아지 치석,강아지가 껌 먹다 나온 건데 치아가 부서진 건가요 치석이 빠진 건가요?? 사진상 붉은 부분은 실제로 갈색이랑 회색입니다! 참고로 피도 좀 나구 확대해서 찍어서 그렇지 작습니다!,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
그러나 현재 상황에서 무엇보다 중요한 것은 치석제거입니다.
치석이 존재하는 상황에서 내과적인 처치나 양치의 효과는 제한적이고
기대하기 어렵습니다.
치석은 구강뿐 아니라 심장을 비롯해 간, 신장, 췌장과 같은 실질장기에도
영향을 미쳐 기능을 떨어뜨려 건강을 더욱 악화시킵니다.
신속히 병원에서 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413431962
"
514,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413650201
"
515,수의사 꿈,저는 수의사가 꿈인데 수의사 되려면 전교 300면중 몇등이어야 하나요?그리고 수의학과에서 뭐 배우나요?,"안녕하세요. 
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
수의사는 단순하게 동물을 좋아하고 관심만으로 할 수 없고 
반드시 사명감이 필요한 직업입니다.
현재 수의과대학이 있는 대학교는 서울대, 건국대, 충남대, 충북대, 경상대, 경북대
전남대, 전북대, 강원대, 제주대를 포함한 총 10개 대학교입니다. 
일반적으로 상위 1.0~1.5%이내 위치해야 안정권이니
우선 수의과대학에 진학할 수 있게 학업에 집중하고 충실해야 합니다.
그리고 화학과 생물 같은 과목에 관심을 가지고 열심히 하면
수의학을 이해하고 공부하는데 많은 도움이 됩니다.
열심히 해서 꼭 꿈을 이루시고 추후 수의사 선후배로 만났으면 좋겠습니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413541210
"
516,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413357410
"
517,길고양이 구내염 증상,길고양이 영양제 타서 주고 밥도 주고 사냥 놀이해요 밥 주면 야옹 하고나 이름 부르면 야옹 해요 그르릉 소리내요 재치기 소리 내요 ㅠㅠㅠ오늘 기운 없어요 재치기 하고ㅠㅠㅠ으엉,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
상황만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
우선 허피스나 칼리시바이러스 감염증과 클라미디아 질환일 가능성이 높아 보입니다.
방치하게 되면 진행되어 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413310076
"
518,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413264052
"
519,강아지가 초코 빵한개를 다 먹어버렸어요 도와주세요,"6살 짜리 4키로 포메라니안이 잠시 집 비운 사이에

뚜레쥬르 빵속에리얼초코 라느 ㄴ빵을 한개를 다 먹어버렸어요

지금 당장 갈 수 있는 가까운 동물병원이 없는데

어떻게 해야할까요

도와주세요 살려주세요 

지금 당장 반응은 없는데 물을 많이 먹여야할까요

도와주세요 동물병원 갈 수 있는 방법이 없어요 ㅠㅠ 제발 ㅠㅠㅠ","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
강아지에게 초콜릿은 심장박동증가, 불안, 발작 등의 증상이 나타날 수 있고
심할 경우엔 생명까지도 위협합니다.
어린 강아지는 소량의 초콜릿 섭취만으로도
초콜릿 중독에 걸릴 위험이 높습니다.
개체에 따라 발현시간이 다르기 때문에 잘 관찰해서 증상이 나타난다면
신속히 병원에서 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413234718
"
520,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413149558
"
521,자기발이나 털을 잘근잘근씹어요 특히 발을 자주 씹는데 혹시 발이 아파서 그러는걸까요? 발톱을 짧게 깎은것 같아서요,,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
일반적으로 발을 핥는 경우는 지간피부염으로 인한 경우가 많습니다.
발에 지간염과 같은 피부염이 발생하게 되면
소양감으로 인해 발을 핥아 변색되고 염증이 진행되어 상황은 더욱 악화되는
악순환이 계속 이어집니다.
일반적으로 지간피부염은 세균, 곰팡이, 모낭충 등의 원인으로 발생합니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413175430
"
522,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413129412
"
523,저희집 멍멍이가 발사탕을 자꾸하는데,"너무 잘먹어서 뭐가 알레르기 인지 모르겠어요..
어떻게 해야되죠","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
일반적으로 발을 핥는 경우는 지간피부염으로 인한 경우가 많습니다.
발에 지간염과 같은 피부염이 발생하게 되면
소양감으로 인해 발을 핥아 변색되고 염증이 진행되어 상황은 더욱 악화되는
악순환이 계속 이어집니다.
일반적으로 지간피부염은 세균, 곰팡이, 모낭충 등의 원인으로 발생합니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412983434
"
524,고양이가 양파가 들어간 닭고기 조림을 먹었는데 괜찮을까요?,별 생각없이 닭고기 조림에서 고기 몇개를 줬는데 육수에 양파가 들어가더라고요. 고양이한테 염분이 많은 음식을 주면 안된다고 해서 제가 먹었을 때 짠 맛이 없도록 해서 물에 한 4~5번 정도 씻었고 양은 손가락 한 마디 정도 크기로 3개쯤 줬어요. 일단 지금은 딱히 이상이 없어요. 고양이한테 양파가 많이 위험하다는데 이정돈 괜찮을까요?,"안녕하세요. 
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
강아지나 고양이에게 양파는 적혈구를 파괴하여 생명까지 위협하는 아주 치명적인
음식입니다.
양파의 티오설페이트 성분은 강아지나 고양이의 적혈구를 공격하고 파괴해 용혈성빈혈을
유발합니다.
개체와 섭취한 양에 따라 다르지만 일반적으로 섭취하고 3~5일 후 증상이
나타납니다.
양파를 먹은 즉시 병원에서 신속한 처치를 받는 것이 가장 효율적입니다.
구토나 설사, 식욕부진, 기력소실, 혈색소뇨와 같은 증상이 동반된다면
치료기간은 길어지고 효과는 현저히 떨어집니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412927370
"
525,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412852007
"
526,강아지 피부에 뭔가 생겼습니다,강아지 다리 사이부분에 보기에는 큰 여드름 같은 것이 났습니다..사진상으론 좀 자세히 보이진 않지만 최대한 자세히 찍어보려고 해서 찍었는데 병원에 데리고 가야 할까요...? 부모님이 그냥 짜려고 하시는걸 만류했고 궁금해서 글 올립니다,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 표피낭종을 비롯한 피부종양일 가능성이 높습니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412591324
"
527,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412551322
"
528,"반려견 품종을 몰라요 어떤품종인가요 사진 보고 알수있나요,몸우게 약6k 이고3년 되었어요,",,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진으로 판단하면 바둑이 품종으로 보여 집니다.
가족과 같이 오손도손 잘 지내시기 바랍니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412465048
"
529,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412460756
"
530,중성화 안 한 암컷 고양이 생식기에서 걸쭉하고 붉은 액체가 나오는데 혹시 이런 증상에 의심되는 질병들 알려주시면 감사하게씀미다ㅜ,,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
상황으로 판단하기에는 자궁축농증일 가능성이 높아 보입니다.
일반적으로 자궁축농증은 다음, 다뇨, 구토, 식욕부진, 복부팽만, 생식기를 통한 농 배출 등의
증상을 나타냅니다.
그러나 개체나 질병의 진행상황에 따라 많은 차이가 있을 수 있습니다.
정확한 것은 병원에서 초음파로 진단해야 합니다.
상황이 지속된다면
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412329353
"
531,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412213260
"
532,상가건물4층 주택인데요 갑자기 요런 새가 문앞에 들어와있네요 못나는건지 안나는건지 날지를 않고.. 무슨 새일런지요 어떻게 하면 좋을지요,"상가건물4층 주택인데요

갑자기 요런 새가 문앞에 들어와있네요

못나는건지 안나는건지
날지를 않고..

무슨 새일런지요

어떻게 하면 좋을지요","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진으로 판단하기에는 비둘기 품종으로 보입니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412174925
"
533,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412130850
"
534,"강아지 귀와 배에 피부염이 생긴 것 같아요
병원에 월요일에 데려가려하는데ㅠㅠ 어떤 염증인건지 알려주세요",,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 외이염 및 피부염일 가능성이 높습니다.
강아지 피부염은 세균성, 곰팡이성, 기생충성, 알러지 및 아토피성으로 크게 구분하고
정확한 것은 검사를 통해 파악할 수 있습니다.
일반적으로 피부염은 초기치료가 상당히 중요합니다.
방치하게 되면 진행되어 상황은 더욱 악화되고 
특히 곰팡이성 피부염은 사람에게도 전염될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412061756
"
535,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=412002197
"
